SampleID,Collectors,CollectionWeek,Country/Ocean,State/Province,Region,Sector,Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,SamplingProtocol,Collection Notes,Site Code,FieldID,Collection Date
KBIMP-_007_A10,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP_003_G4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,1st creek ,69.133033,-105.462978,,,,,,,,,,Sweep net,,,CBAY0047,July 31 2024
KBIMP-_007_H9,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_007_H10,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_007_H11,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A1,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A2,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A3,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A4,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A5,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A6,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A7,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP-_008_A8,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,other side of heart lake,67 48.2830,115 13.697,,,,,,,,,,,,,KGLTK0019,July 24- July 31
KBIMP_004_A11,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_A12,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B1,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B2,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B3,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B4,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B5,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B6,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B7,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B8,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B9,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B10,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B11,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_B12,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C1,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C2,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C3,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C4,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C5,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_C6,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056,July 25 - July 31 2024
KBIMP_004_D5,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D6,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D7,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D8,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D9,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D10,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D11,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_D12,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_E1,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP_004_E2,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP-_005_A1,O. Colman/D.Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek by Long Pt beach,69.158448,-105.19093,,,,,,,,,,Malaise Trap,,,CBAY0025,July 25 - July 31 2024
KBIMP-_008_D7,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_D8,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_D9,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_D10,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_D11,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_D12,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E1,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E2,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E3,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E4,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E5,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_008_E6,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,behind town,67 48.5939,115 07.5350,,,,,,,,,,,,,KGLTK0018,july 24-July 31
KBIMP-_007_A11,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_A12,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B1,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B2,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B3,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B4,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B5,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B6,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B7,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B8,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B9,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B10,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B11,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_B12,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_C1,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_C2,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_C3,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_008_F1,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0015,July 25- July 31
KBIMP-_007_F2,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F3,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F4,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F5,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F6,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F7,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F8,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F9,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F10,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F11,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_F12,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G1,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G2,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G3,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G4,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G5,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G6,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G7,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G8,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_007_G9,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_008_F2,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_008_F3,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_008_F4,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP-_008_F5,"B. Taptuna, DHokanak",2,,Nunavut,Kitikmeot,KGLTK,on trail to 4 mile bay by pond,67 49.4286,115 09.0674,,,,,,,,,,,,,KGLTK0008,31-Jul-25
KBIMP_003_E5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E7,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E8,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E9,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E10,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E11,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_E12,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_F1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_F2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046,August 1 2024
KBIMP_003_F3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.147755,-105.192759,,,,,,,,,,Sweep net,,,CBAY0041,August 1 2024
KBIMP_003_F4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_F12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_G1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_G2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_G3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050,August 1 2024
KBIMP_003_H5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.167666,-105.195481,,,,,,,,,,Sweep net,,,CBAY0044,August 1 2024
KBIMP-_005_F7,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_F8,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_F9,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_F10,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_F11,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_F12,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G1,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G2,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G3,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G4,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G5,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G6,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G7,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
